BIN_FCSKU_DATA,EXPECTED_QUANTITY,filename,asin
"{'B00BFL68H2': {'asin': 'B00BFL68H2', 'height': {'unit': 'IN', 'value': 2.7999999971439995}, 'length': {'unit': 'IN', 'value': 8.699999991126}, 'name': 'Rover The Doodle Dog', 'normalizedName': 'Rover The Doodle Dog', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 6.49999999337}}, 'B00FXPSOJG': {'asin': 'B00FXPSOJG', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 9.199999990616}, 'name': 'Digesteeze Beefhide 8-inch Rolls- 3 pack (27818)', 'normalizedName': 'Digesteeze Beefhide 8-inch Rolls- 3 pack (27818)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.75}, 'width': {'unit': 'IN', 'value': 5.99999999388}}, 'B00OCYXTYY': {'asin': 'B00OCYXTYY', 'height': {'unit': 'IN', 'value': 1.3385826758}, 'length': {'unit': 'IN', 'value': 6.1417322772}, 'name': 'ScanTool OBDLink MX Wi-Fi: OBD Adapter/Diagnostic Scanner for iOS, Android & Windows', 'normalizedName': 'ScanTool OBDLink MX Wi-Fi: OBD Adapter/Diagnostic Scanner for iOS, Android & Windows', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 5.2755905458}}, 'B00ZCEP9G4': {'asin': 'B00ZCEP9G4', 'height': {'unit': 'IN', 'value': 2.299999997654}, 'length': {'unit': 'IN', 'value': 5.99999999388}, 'name': 'Running Belt, URPOWER® Multifunctional Zipper Pockets Water Resistant Waist Bag, Water Bottle (Two Bottles Included) Waist Pack for Running Hiking Cycling Climbing Camping Travel Compatible with iPhone 6S, 6, 5 5S 5C 4S,Samsung Galaxy S6 Edge,S6 S5 S4 S3 and Other Smartphones', 'normalizedName': 'Running Belt, URPOWER® Multifunctional Zipper Pockets Water Resistant Waist Bag, Water Bottle (Two Bottles Included) Waist Pack for Running Hiking Cycling Climbing Camping Travel Compatible with iPhone 6S, 6, 5 5S 5C 4S,Samsung Galaxy S6 Edge,S6 S5 S4 S3 and Other Smartphones', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3499999999999999}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B017N5FDU6': {'asin': 'B017N5FDU6', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 9.299999990514001}, 'name': 'Organic Wheatgrass Juice Powder - Raw & Non-GMO Wheatgrass Powder 454 Servings 226 g', 'normalizedName': 'Organic Wheatgrass Juice Powder - Raw & Non-GMO Wheatgrass Powder 454 Servings 226 g', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.3999999988259728}, 'width': {'unit': 'IN', 'value': 2.899999997042}}}",5,00386.jpg,B00BFL68H2
"{'B00BFL68H2': {'asin': 'B00BFL68H2', 'height': {'unit': 'IN', 'value': 2.7999999971439995}, 'length': {'unit': 'IN', 'value': 8.699999991126}, 'name': 'Rover The Doodle Dog', 'normalizedName': 'Rover The Doodle Dog', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 6.49999999337}}, 'B00OCYXTYY': {'asin': 'B00OCYXTYY', 'height': {'unit': 'IN', 'value': 1.3385826758}, 'length': {'unit': 'IN', 'value': 6.1417322772}, 'name': 'ScanTool OBDLink MX Wi-Fi: OBD Adapter/Diagnostic Scanner for iOS, Android & Windows', 'normalizedName': 'ScanTool OBDLink MX Wi-Fi: OBD Adapter/Diagnostic Scanner for iOS, Android & Windows', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 5.2755905458}}, 'B00ZCEP9G4': {'asin': 'B00ZCEP9G4', 'height': {'unit': 'IN', 'value': 2.299999997654}, 'length': {'unit': 'IN', 'value': 5.99999999388}, 'name': 'Running Belt, URPOWER® Multifunctional Zipper Pockets Water Resistant Waist Bag, Water Bottle (Two Bottles Included) Waist Pack for Running Hiking Cycling Climbing Camping Travel Compatible with iPhone 6S, 6, 5 5S 5C 4S,Samsung Galaxy S6 Edge,S6 S5 S4 S3 and Other Smartphones', 'normalizedName': 'Running Belt, URPOWER® Multifunctional Zipper Pockets Water Resistant Waist Bag, Water Bottle (Two Bottles Included) Waist Pack for Running Hiking Cycling Climbing Camping Travel Compatible with iPhone 6S, 6, 5 5S 5C 4S,Samsung Galaxy S6 Edge,S6 S5 S4 S3 and Other Smartphones', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3499999999999999}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B017N5FDU6': {'asin': 'B017N5FDU6', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 9.299999990514001}, 'name': 'Organic Wheatgrass Juice Powder - Raw & Non-GMO Wheatgrass Powder 454 Servings 226 g', 'normalizedName': 'Organic Wheatgrass Juice Powder - Raw & Non-GMO Wheatgrass Powder 454 Servings 226 g', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.3999999988259728}, 'width': {'unit': 'IN', 'value': 2.899999997042}}}",4,00387.jpg,B00BFL68H2
"{'B00HLW83OK': {'asin': 'B00HLW83OK', 'height': {'unit': 'IN', 'value': 0.49999999949}, 'length': {'unit': 'IN', 'value': 5.99999999388}, 'name': 'MERSUII Pack Of 300 0.8"" Metal Black safety Pins/Gourd Pin/Bulb Pin/Calabash Pin Bead Needle Pins DIY Home Accessories , Suitable for the Tailor', 'normalizedName': 'Pack Of 300 MERSUII 0.8"" Metal Black safety Pins/Gourd Pin/Bulb Pin/Calabash Pin Bead Needle Pins DIY Home Accessories , Suitable for the Tailor', 'quantity': 8, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 3.49999999643}}, 'B00I100KEC': {'asin': 'B00I100KEC', 'height': {'unit': 'IN', 'value': 2.7999999971439995}, 'length': {'unit': 'IN', 'value': 3.49999999643}, 'name': 'OREI 2 in 1 USA to Europe, Russia, UAE Adapter Plug (Type C) - 4 Pack, Black', 'normalizedName': '4 Pack OREI 2 in 1 USA to Europe, Russia, UAE Adapter Plug (Type C) - , Black', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.3}, 'width': {'unit': 'IN', 'value': 3.199999996736}}, 'B0173KFYN2': {'asin': 'B0173KFYN2', 'height': {'unit': 'IN', 'value': 0.6999999992859999}, 'length': {'unit': 'IN', 'value': 5.99999999388}, 'name': 'Elesa Miracle 7 Inch 4pc Handmade Round Crochet Cotton Lace Table Placemats Doilies Value Pack, Vintage, Beige, 7 Inch (4pc-7 Inch Beige)', 'normalizedName': 'Elesa Miracle 7 Inch 4pc Handmade Round Crochet Cotton Lace Table Placemats Doilies Value Pack, Vintage, Beige, 7 Inch (4pc-7 Inch Beige)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 3.799999996124}}}",11,00391.jpg,B00HLW83OK
"{'B00HLW83OK': {'asin': 'B00HLW83OK', 'height': {'unit': 'IN', 'value': 0.49999999949}, 'length': {'unit': 'IN', 'value': 5.99999999388}, 'name': 'MERSUII Pack Of 300 0.8"" Metal Black safety Pins/Gourd Pin/Bulb Pin/Calabash Pin Bead Needle Pins DIY Home Accessories , Suitable for the Tailor', 'normalizedName': 'Pack Of 300 MERSUII 0.8"" Metal Black safety Pins/Gourd Pin/Bulb Pin/Calabash Pin Bead Needle Pins DIY Home Accessories , Suitable for the Tailor', 'quantity': 8, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 3.49999999643}}, 'B00I100KEC': {'asin': 'B00I100KEC', 'height': {'unit': 'IN', 'value': 2.7999999971439995}, 'length': {'unit': 'IN', 'value': 3.49999999643}, 'name': 'OREI 2 in 1 USA to Europe, Russia, UAE Adapter Plug (Type C) - 4 Pack, Black', 'normalizedName': '4 Pack OREI 2 in 1 USA to Europe, Russia, UAE Adapter Plug (Type C) - , Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3}, 'width': {'unit': 'IN', 'value': 3.199999996736}}, 'B0173KFYN2': {'asin': 'B0173KFYN2', 'height': {'unit': 'IN', 'value': 0.6999999992859999}, 'length': {'unit': 'IN', 'value': 5.99999999388}, 'name': 'Elesa Miracle 7 Inch 4pc Handmade Round Crochet Cotton Lace Table Placemats Doilies Value Pack, Vintage, Beige, 7 Inch (4pc-7 Inch Beige)', 'normalizedName': 'Elesa Miracle 7 Inch 4pc Handmade Round Crochet Cotton Lace Table Placemats Doilies Value Pack, Vintage, Beige, 7 Inch (4pc-7 Inch Beige)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 3.799999996124}}}",10,00392.jpg,B00HLW83OK
"{'B006VT9R30': {'asin': 'B006VT9R30', 'height': {'unit': 'IN', 'value': 3.2283464534}, 'length': {'unit': 'IN', 'value': 9.842519675}, 'name': 'BlenderBottle SportMixer 28-ounce, Black/Red', 'normalizedName': 'BlenderBottle SportMixer 28-ounce, Black/Red', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.5291094288}, 'width': {'unit': 'IN', 'value': 4.0944881848}}, 'B01E43RCFE': {'asin': 'B01E43RCFE', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 9.9999999898}, 'name': 'Magic Balloons Water Balloons, Colorfull Water 111 Balloons (ITEM 1)', 'normalizedName': 'Magic Balloons Water Balloons, Colorfull Water 111 Balloons (ITEM 1)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.1899999998406678}, 'width': {'unit': 'IN', 'value': 5.49999999439}}}",5,00393.jpg,B006VT9R30
"{'B006VT9R30': {'asin': 'B006VT9R30', 'height': {'unit': 'IN', 'value': 3.2283464534}, 'length': {'unit': 'IN', 'value': 9.842519675}, 'name': 'BlenderBottle SportMixer 28-ounce, Black/Red', 'normalizedName': 'BlenderBottle SportMixer 28-ounce, Black/Red', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.5291094288}, 'width': {'unit': 'IN', 'value': 4.0944881848}}, 'B01E43RCFE': {'asin': 'B01E43RCFE', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 9.9999999898}, 'name': 'Magic Balloons Water Balloons, Colorfull Water 111 Balloons (ITEM 1)', 'normalizedName': 'Magic Balloons Water Balloons, Colorfull Water 111 Balloons (ITEM 1)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.1899999998406678}, 'width': {'unit': 'IN', 'value': 5.49999999439}}}",4,00394.jpg,B006VT9R30
"{'B015SYOJD6': {'asin': 'B015SYOJD6', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 6.99999999286}, 'name': 'TaoTronics Telescopic Monopod Mini Selfie Stick for Android and iOS Smartphone - Black', 'normalizedName': 'TaoTronics Telescopic Monopod Mini Selfie Stick for Android and iOS Smartphone - Black', 'quantity': 6, 'weight': {'unit': 'pounds', 'value': 0.19999999983228192}, 'width': {'unit': 'IN', 'value': 2.099999997858}}, 'B01DFKOGSI': {'asin': 'B01DFKOGSI', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 9.9999999898}, 'name': '12M LC/APC-SC/APC 9/125 Singlemode Duplex (Genuine Plus Corning Glass) Fiber Jumper Zipcord Cables 2.0 Jacket / BIF', 'normalizedName': '12M LC/APC-SC/APC 9/125 Singlemode Duplex (Genuine Plus Corning Glass) Fiber Jumper Zipcord Cables 2.0 Jacket / BIF', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.04999999995807048}, 'width': {'unit': 'IN', 'value': 7.99999999184}}, 'B01DUJ4VZW': {'asin': 'B01DUJ4VZW', 'height': {'unit': 'IN', 'value': 0.5}, 'length': {'unit': 'IN', 'value': 5.9}, 'name': 'iPhone 6 Case, iPhone 6s Case, iMangoo Premium Shockproof Protective Soft Bumper iPhone 6 Case Durable Kickstand Shell Stylish Ring Drop Resistance Cover Cases for Apple iPhone 6 6s 4.7 Inch Black', 'normalizedName': 'iPhone 6 Case, iPhone 6s Case, iMangoo Premium Shockproof Protective Soft Bumper iPhone 6 Case Durable Kickstand Shell Stylish Ring Drop Resistance Cover Cases for Apple iPhone 6 6s 4.7 Inch Black', 'quantity': 1, 'weight': None, 'width': {'unit': 'IN', 'value': 3.1}}}",8,00395.jpg,B015SYOJD6
"{'B015SYOJD6': {'asin': 'B015SYOJD6', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 6.99999999286}, 'name': 'TaoTronics Telescopic Monopod Mini Selfie Stick for Android and iOS Smartphone - Black', 'normalizedName': 'TaoTronics Telescopic Monopod Mini Selfie Stick for Android and iOS Smartphone - Black', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.19999999983228192}, 'width': {'unit': 'IN', 'value': 2.099999997858}}, 'B01DFKOGSI': {'asin': 'B01DFKOGSI', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 9.9999999898}, 'name': '12M LC/APC-SC/APC 9/125 Singlemode Duplex (Genuine Plus Corning Glass) Fiber Jumper Zipcord Cables 2.0 Jacket / BIF', 'normalizedName': '12M LC/APC-SC/APC 9/125 Singlemode Duplex (Genuine Plus Corning Glass) Fiber Jumper Zipcord Cables 2.0 Jacket / BIF', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.04999999995807048}, 'width': {'unit': 'IN', 'value': 7.99999999184}}, 'B01DUJ4VZW': {'asin': 'B01DUJ4VZW', 'height': {'unit': 'IN', 'value': 0.5}, 'length': {'unit': 'IN', 'value': 5.9}, 'name': 'iPhone 6 Case, iPhone 6s Case, iMangoo Premium Shockproof Protective Soft Bumper iPhone 6 Case Durable Kickstand Shell Stylish Ring Drop Resistance Cover Cases for Apple iPhone 6 6s 4.7 Inch Black', 'normalizedName': 'iPhone 6 Case, iPhone 6s Case, iMangoo Premium Shockproof Protective Soft Bumper iPhone 6 Case Durable Kickstand Shell Stylish Ring Drop Resistance Cover Cases for Apple iPhone 6 6s 4.7 Inch Black', 'quantity': 1, 'weight': None, 'width': {'unit': 'IN', 'value': 3.1}}}",6,00396.jpg,B015SYOJD6
"{'B001L1RFPU': {'asin': 'B001L1RFPU', 'height': {'unit': 'IN', 'value': 4.099999995818}, 'length': {'unit': 'IN', 'value': 12.199999987556}, 'name': 'Smead File Pocket, Straight-Cut Tab, 3-1/2"" Expansion, Letter Size, Redrope, 10 per Box (73264)', 'normalizedName': 'Smead File Pocket, Straight-Cut Tab, 3-1/2"" Expansion, Letter Size, Redrope, 10 per Box (73264)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.05}, 'width': {'unit': 'IN', 'value': 10.299999989494}}, 'B00772BNB4': {'asin': 'B00772BNB4', 'height': {'unit': 'IN', 'value': 6.099999993778}, 'length': {'unit': 'IN', 'value': 8.399999991432}, 'name': 'PlantFusion Diet Supplement, Chocolate Raspberry, 2 Pound', 'normalizedName': 'PlantFusion Diet Supplement, Chocolate Raspberry, 2 Pound', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 2.45}, 'width': {'unit': 'IN', 'value': 6.199999993676}}, 'B00RRV14BE': {'asin': 'B00RRV14BE', 'height': {'unit': 'IN', 'value': 2.2}, 'length': {'unit': 'IN', 'value': 13.599999999999998}, 'name': ""ZERDSKY Men's Slim Fit Solid Color French Cuff Dress Shirt(Cufflinks Included) 8867"", 'normalizedName': ""ZERDSKY Men's Slim Fit Solid Color French Cuff Dress Shirt(Cufflinks Included) 8867"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4999999995807047}, 'width': {'unit': 'IN', 'value': 9.9}}}",5,00439.jpg,B001L1RFPU
"{'B001L1RFPU': {'asin': 'B001L1RFPU', 'height': {'unit': 'IN', 'value': 4.099999995818}, 'length': {'unit': 'IN', 'value': 12.199999987556}, 'name': 'Smead File Pocket, Straight-Cut Tab, 3-1/2"" Expansion, Letter Size, Redrope, 10 per Box (73264)', 'normalizedName': 'Smead File Pocket, Straight-Cut Tab, 3-1/2"" Expansion, Letter Size, Redrope, 10 per Box (73264)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.05}, 'width': {'unit': 'IN', 'value': 10.299999989494}}, 'B00772BNB4': {'asin': 'B00772BNB4', 'height': {'unit': 'IN', 'value': 6.099999993778}, 'length': {'unit': 'IN', 'value': 8.399999991432}, 'name': 'PlantFusion Diet Supplement, Chocolate Raspberry, 2 Pound', 'normalizedName': 'PlantFusion Diet Supplement, Chocolate Raspberry, 2 Pound', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 2.45}, 'width': {'unit': 'IN', 'value': 6.199999993676}}, 'B00CZ7AKDI': {'asin': 'B00CZ7AKDI', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 14.9999999847}, 'name': 'The Weight Of Your Love', 'normalizedName': 'The Weight Of Your Love', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.85}, 'width': {'unit': 'IN', 'value': 13.099999986638}}, 'B00RRV14BE': {'asin': 'B00RRV14BE', 'height': {'unit': 'IN', 'value': 2.2}, 'length': {'unit': 'IN', 'value': 13.599999999999998}, 'name': ""ZERDSKY Men's Slim Fit Solid Color French Cuff Dress Shirt(Cufflinks Included) 8867"", 'normalizedName': ""ZERDSKY Men's Slim Fit Solid Color French Cuff Dress Shirt(Cufflinks Included) 8867"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4999999995807047}, 'width': {'unit': 'IN', 'value': 9.9}}}",6,00440.jpg,B001L1RFPU
"{'B001L1RFPU': {'asin': 'B001L1RFPU', 'height': {'unit': 'IN', 'value': 4.099999995818}, 'length': {'unit': 'IN', 'value': 12.199999987556}, 'name': 'Smead File Pocket, Straight-Cut Tab, 3-1/2"" Expansion, Letter Size, Redrope, 10 per Box (73264)', 'normalizedName': 'Smead File Pocket, Straight-Cut Tab, 3-1/2"" Expansion, Letter Size, Redrope, 10 per Box (73264)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.05}, 'width': {'unit': 'IN', 'value': 10.299999989494}}, 'B00772BNB4': {'asin': 'B00772BNB4', 'height': {'unit': 'IN', 'value': 6.099999993778}, 'length': {'unit': 'IN', 'value': 8.399999991432}, 'name': 'PlantFusion Diet Supplement, Chocolate Raspberry, 2 Pound', 'normalizedName': 'PlantFusion Diet Supplement, Chocolate Raspberry, 2 Pound', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 2.45}, 'width': {'unit': 'IN', 'value': 6.199999993676}}, 'B00RRV14BE': {'asin': 'B00RRV14BE', 'height': {'unit': 'IN', 'value': 2.2}, 'length': {'unit': 'IN', 'value': 13.599999999999998}, 'name': ""ZERDSKY Men's Slim Fit Solid Color French Cuff Dress Shirt(Cufflinks Included) 8867"", 'normalizedName': ""ZERDSKY Men's Slim Fit Solid Color French Cuff Dress Shirt(Cufflinks Included) 8867"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4999999995807047}, 'width': {'unit': 'IN', 'value': 9.9}}}",5,00441.jpg,B001L1RFPU
"{'B0045NRFVK': {'asin': 'B0045NRFVK', 'height': {'unit': 'IN', 'value': 5.49999999439}, 'length': {'unit': 'IN', 'value': 11.49999998827}, 'name': 'Tamrac 3444 Rally 4 Camera Bag (Black)', 'normalizedName': 'Tamrac 3444 Rally 4 Camera Bag (Black)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.4}, 'width': {'unit': 'IN', 'value': 6.49999999337}}, 'B004DPOP7M': {'asin': 'B004DPOP7M', 'height': {'unit': 'IN', 'value': 6.599999993268}, 'length': {'unit': 'IN', 'value': 14.599999985108}, 'name': 'Ertl John Deere Vehicle Value Set', 'normalizedName': 'Ertl John Deere Vehicle Value Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.6}, 'width': {'unit': 'IN', 'value': 10.599999989188}}, 'B00XR02FXA': {'asin': 'B00XR02FXA', 'height': {'unit': 'IN', 'value': 6.599999993268}, 'length': {'unit': 'IN', 'value': 14.399999985312}, 'name': 'Nu Trendz Signature ""Gamer"" Video Game Blanket Throw', 'normalizedName': 'Nu Trendz Signature ""Gamer"" Video Game Blanket Throw', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.3999999979873827}, 'width': {'unit': 'IN', 'value': 13.299999986434}}}",3,00619.jpg,B0045NRFVK
"{'B0045NRFVK': {'asin': 'B0045NRFVK', 'height': {'unit': 'IN', 'value': 5.49999999439}, 'length': {'unit': 'IN', 'value': 11.49999998827}, 'name': 'Tamrac 3444 Rally 4 Camera Bag (Black)', 'normalizedName': 'Tamrac 3444 Rally 4 Camera Bag (Black)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.4}, 'width': {'unit': 'IN', 'value': 6.49999999337}}, 'B004DPOP7M': {'asin': 'B004DPOP7M', 'height': {'unit': 'IN', 'value': 6.599999993268}, 'length': {'unit': 'IN', 'value': 14.599999985108}, 'name': 'Ertl John Deere Vehicle Value Set', 'normalizedName': 'Ertl John Deere Vehicle Value Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.6}, 'width': {'unit': 'IN', 'value': 10.599999989188}}}",2,00620.jpg,B0045NRFVK
"{'B0045NRFVK': {'asin': 'B0045NRFVK', 'height': {'unit': 'IN', 'value': 5.49999999439}, 'length': {'unit': 'IN', 'value': 11.49999998827}, 'name': 'Tamrac 3444 Rally 4 Camera Bag (Black)', 'normalizedName': 'Tamrac 3444 Rally 4 Camera Bag (Black)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.4}, 'width': {'unit': 'IN', 'value': 6.49999999337}}, 'B004DPOP7M': {'asin': 'B004DPOP7M', 'height': {'unit': 'IN', 'value': 6.599999993268}, 'length': {'unit': 'IN', 'value': 14.599999985108}, 'name': 'Ertl John Deere Vehicle Value Set', 'normalizedName': 'Ertl John Deere Vehicle Value Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.6}, 'width': {'unit': 'IN', 'value': 10.599999989188}}, 'B00EJU3SWY': {'asin': 'B00EJU3SWY', 'height': {'unit': 'IN', 'value': 2.699999997246}, 'length': {'unit': 'IN', 'value': 16.199999983475998}, 'name': 'Home- It Mop and Broom Holder Wall Mount Garden Tool Storage Tool Rack Storage & Organization for the Home Plastic Hanger for Closet Garage Organizer Shed Organizer Basement Storage General Storage (5-position)', 'normalizedName': 'Home- It Mop and Broom Holder Wall Mount Garden Tool Storage Tool Rack Storage & Organization for the Home Plastic Hanger for Closet Garage Organizer Shed Organizer Basement Storage General Storage (5-position)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.9}, 'width': {'unit': 'IN', 'value': 3.49999999643}}}",4,00621.jpg,B0045NRFVK
"{'B005XWR5NA': {'asin': 'B005XWR5NA', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 4.199999995716}, 'name': 'IMAK A10165 Wrist Cushion - Black', 'normalizedName': 'IMAK A10165 Wrist Cushion - Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.48501202568692053}, 'width': {'unit': 'IN', 'value': 1.699999998266}}, 'B00ED3GU1I': {'asin': 'B00ED3GU1I', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 7.299999992554}, 'name': 'Redi-Tag Divider Sticky Notes 60 Ruled Notes, 4 x 6 Inches, Assorted Neon Colors (29500)', 'normalizedName': 'Redi-Tag Divider Sticky Notes 60 Ruled Notes, 4 x 6 Inches, Assorted Neon Colors (29500)', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.19999999983228192}, 'width': {'unit': 'IN', 'value': 3.6999999962260004}}, 'B01BNJL3KC': {'asin': 'B01BNJL3KC', 'height': {'unit': 'IN', 'value': 1.7322834628}, 'length': {'unit': 'IN', 'value': 6.692913379}, 'name': 'Kingston Technology HyperX Impact 16GB Kit (4x4GB) 2400MHz DDR4 CL15 260-pin SODIMM for Laptop HX424S15IBK4/16', 'normalizedName': 'Kingston Technology HyperX Impact 16GB Kit (4x4GB) 2400MHz DDR4 CL15 260-pin SODIMM for Laptop HX424S15IBK4/16', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.13227600700552375}, 'width': {'unit': 'IN', 'value': 4.1732283422}}}",6,00641.jpg,B005XWR5NA
"{'B005XWR5NA': {'asin': 'B005XWR5NA', 'height': {'unit': 'IN', 'value': 0.299999999694}, 'length': {'unit': 'IN', 'value': 4.199999995716}, 'name': 'IMAK A10165 Wrist Cushion - Black', 'normalizedName': 'IMAK A10165 Wrist Cushion - Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.48501202568692053}, 'width': {'unit': 'IN', 'value': 1.699999998266}}, 'B00ED3GU1I': {'asin': 'B00ED3GU1I', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 7.299999992554}, 'name': 'Redi-Tag Divider Sticky Notes 60 Ruled Notes, 4 x 6 Inches, Assorted Neon Colors (29500)', 'normalizedName': 'Redi-Tag Divider Sticky Notes 60 Ruled Notes, 4 x 6 Inches, Assorted Neon Colors (29500)', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.19999999983228192}, 'width': {'unit': 'IN', 'value': 3.6999999962260004}}, 'B01AM7WF4O': {'asin': 'B01AM7WF4O', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 6.49999999337}, 'name': 'Corning® Tempered Glass Screen Protector for LifeProof NUUD Case - iPhone 6 6s [By Encased] (iPhone 6 4.7"")', 'normalizedName': 'Corning® Tempered Glass Screen Protector for LifeProof NUUD Case - iPhone 6 6s [By Encased] (iPhone 6 4.7"")', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.04999999995807048}, 'width': {'unit': 'IN', 'value': 3.799999996124}}, 'B01BNJL3KC': {'asin': 'B01BNJL3KC', 'height': {'unit': 'IN', 'value': 1.7322834628}, 'length': {'unit': 'IN', 'value': 6.692913379}, 'name': 'Kingston Technology HyperX Impact 16GB Kit (4x4GB) 2400MHz DDR4 CL15 260-pin SODIMM for Laptop HX424S15IBK4/16', 'normalizedName': 'Kingston Technology HyperX Impact 16GB Kit (4x4GB) 2400MHz DDR4 CL15 260-pin SODIMM for Laptop HX424S15IBK4/16', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.13227600700552375}, 'width': {'unit': 'IN', 'value': 4.1732283422}}}",8,00642.jpg,B005XWR5NA
