BIN_FCSKU_DATA,EXPECTED_QUANTITY,filename
"{'B00SC4DD64': {'asin': 'B00SC4DD64', 'height': {'unit': 'IN', 'value': 4.699999995206}, 'length': {'unit': 'IN', 'value': 8.99999999082}, 'name': 'GUND Pusheen Snackable Donut Plush Stuffed Animal', 'normalizedName': 'GUND Pusheen Snackable Donut Plush Stuffed Animal', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.25}, 'width': {'unit': 'IN', 'value': 7.799999992044}}, 'B01738S8XC': {'asin': 'B01738S8XC', 'height': {'unit': 'IN', 'value': 2.99999999694}, 'length': {'unit': 'IN', 'value': 10.099999989698}, 'name': 'Water Bottle Infuser - 24 Oz -Create Your Own Naturally Flavored Fruit Infused Water, Juice, Iced Tea, Lemonade - Ideal for Running, Sports, Gym, Cycling, Yoga, Travel – Recipes included', 'normalizedName': 'Water Bottle Infuser - 24 Oz -Create Your Own Naturally Flavored Fruit Infused Water, Juice, Iced Tea, Lemonade - Ideal for Running, Sports, Gym, Cycling, Yoga, Travel – Recipes included', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4499999996226342}, 'width': {'unit': 'IN', 'value': 3.099999996838}}}",3,00595.jpg
"{'0470651733': {'asin': '0470651733', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': 'Affiliate Program Management: An Hour a Day', 'normalizedName': 'Affiliate Program Management: An Hour a Day', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.55}, 'width': {'unit': 'IN', 'value': 7.299999992554}}, '1118533844': {'asin': '1118533844', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': 'Econometrics For Dummies', 'normalizedName': 'Econometrics For Dummies', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.2}, 'width': {'unit': 'IN', 'value': 7.299999992554}}, 'B011FN3NBS': {'asin': 'B011FN3NBS', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 12.299999987454}, 'name': 'Cooking Concepts Stainless Steel Tongs', 'normalizedName': 'Cooking Concepts Stainless Steel Tongs', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3699999996897215}, 'width': {'unit': 'IN', 'value': 3.399999996532}}, 'B01AQG9FGW': {'asin': 'B01AQG9FGW', 'height': {'unit': 'IN', 'value': 1.899999998062}, 'length': {'unit': 'IN', 'value': 7.899999991942001}, 'name': 'Zizo Bolt Cover For Galaxy Amp Prime | Galaxy J3 [.33mm 9H Tempered Glass Screen Protector] Dual-Layered [Military Grade] Case Kickstand Belt Clip-Gray/Black', 'normalizedName': 'Zizo Bolt Cover For Galaxy Amp Prime | Galaxy J3 [.33mm 9H Tempered Glass Screen Protector] Dual-Layered [Military Grade] Case Kickstand Belt Clip-Gray/Black', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.24999999979035234}, 'width': {'unit': 'IN', 'value': 5.49999999439}}}",7,00596.jpg
"{'0470651733': {'asin': '0470651733', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': 'Affiliate Program Management: An Hour a Day', 'normalizedName': 'Affiliate Program Management: An Hour a Day', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.55}, 'width': {'unit': 'IN', 'value': 7.299999992554}}, '1118533844': {'asin': '1118533844', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': 'Econometrics For Dummies', 'normalizedName': 'Econometrics For Dummies', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.2}, 'width': {'unit': 'IN', 'value': 7.299999992554}}, 'B011FN3NBS': {'asin': 'B011FN3NBS', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 12.299999987454}, 'name': 'Cooking Concepts Stainless Steel Tongs', 'normalizedName': 'Cooking Concepts Stainless Steel Tongs', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3699999996897215}, 'width': {'unit': 'IN', 'value': 3.399999996532}}, 'B01AQG9FGW': {'asin': 'B01AQG9FGW', 'height': {'unit': 'IN', 'value': 1.899999998062}, 'length': {'unit': 'IN', 'value': 7.899999991942001}, 'name': 'Zizo Bolt Cover For Galaxy Amp Prime | Galaxy J3 [.33mm 9H Tempered Glass Screen Protector] Dual-Layered [Military Grade] Case Kickstand Belt Clip-Gray/Black', 'normalizedName': 'Zizo Bolt Cover For Galaxy Amp Prime | Galaxy J3 [.33mm 9H Tempered Glass Screen Protector] Dual-Layered [Military Grade] Case Kickstand Belt Clip-Gray/Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.24999999979035234}, 'width': {'unit': 'IN', 'value': 5.49999999439}}}",5,00597.jpg
"{'B00JE30GKS': {'asin': 'B00JE30GKS', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 4.099999995818}, 'name': 'Balanced Guru Scalp Treatment Detox, 1 Ounce', 'normalizedName': 'Balanced Guru Scalp Treatment Detox, 1 Ounce', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 1.599999998368}}, 'B00M55BMBE': {'asin': 'B00M55BMBE', 'height': {'unit': 'IN', 'value': 0.099999999898}, 'length': {'unit': 'IN', 'value': 4.699999995206}, 'name': 'SanDisk Ultra 32GB Class 10 SDHC Memory Card Up to 40MB/s- SDSDUN-032G-G46 [Older Version]', 'normalizedName': 'SanDisk Ultra 32GB Class 10 SDHC Memory Card Up to 40MB/s- SDSDUN-032G-G46 [Older Version]', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 2.99999999694}}, 'B00X2XXAWM': {'asin': 'B00X2XXAWM', 'height': {'unit': 'IN', 'value': 0.49999999949}, 'length': {'unit': 'IN', 'value': 5.399999994492}, 'name': 'Professional Concealer Camouflage Makeup Palette (5colors, Neutral-2)', 'normalizedName': 'Professional Concealer Camouflage Makeup Palette (5colors, Neutral-2)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.05000000000000001}, 'width': {'unit': 'IN', 'value': 1.899999998062}}, 'B0150SODKE': {'asin': 'B0150SODKE', 'height': {'unit': 'IN', 'value': 1.799999998164}, 'length': {'unit': 'IN', 'value': 6.599999993268}, 'name': 'Jalousie Novelty Glitter Owl Lip Gloss 4 Piece Lip Balm Girls Birthday Party Favors FDA Approved', 'normalizedName': 'Jalousie Novelty Glitter Owl Lip Gloss 4 Piece Lip Balm Girls Birthday Party Favors FDA Approved', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 3.599999996328}}}",9,00598.jpg
"{'B00JE30GKS': {'asin': 'B00JE30GKS', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 4.099999995818}, 'name': 'Balanced Guru Scalp Treatment Detox, 1 Ounce', 'normalizedName': 'Balanced Guru Scalp Treatment Detox, 1 Ounce', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.022046001186074866}, 'width': {'unit': 'IN', 'value': 1.599999998368}}, 'B00X2XXAWM': {'asin': 'B00X2XXAWM', 'height': {'unit': 'IN', 'value': 0.49999999949}, 'length': {'unit': 'IN', 'value': 5.399999994492}, 'name': 'Professional Concealer Camouflage Makeup Palette (5colors, Neutral-2)', 'normalizedName': 'Professional Concealer Camouflage Makeup Palette (5colors, Neutral-2)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.05000000000000001}, 'width': {'unit': 'IN', 'value': 1.899999998062}}, 'B0150SODKE': {'asin': 'B0150SODKE', 'height': {'unit': 'IN', 'value': 1.799999998164}, 'length': {'unit': 'IN', 'value': 6.599999993268}, 'name': 'Jalousie Novelty Glitter Owl Lip Gloss 4 Piece Lip Balm Girls Birthday Party Favors FDA Approved', 'normalizedName': 'Jalousie Novelty Glitter Owl Lip Gloss 4 Piece Lip Balm Girls Birthday Party Favors FDA Approved', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 3.599999996328}}}",8,00599.jpg
"{'B00MV2Z3IE': {'asin': 'B00MV2Z3IE', 'height': {'unit': 'IN', 'value': 7.299999992554}, 'length': {'unit': 'IN', 'value': 14.799999984904002}, 'name': 'Bell Super 2 Bike Helmet - Matte Mint Small', 'normalizedName': 'Bell Super 2 Bike Helmet - Matte Mint Small', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.7500000000000002}, 'width': {'unit': 'IN', 'value': 10.49999998929}}, 'B00RFY3C2C': {'asin': 'B00RFY3C2C', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 16.699999982966}, 'name': 'xtava Satin Wave 5-in-1 Curler - Professional Curling Iron Set with Interchangeable Tourmaline Ceramic Barrels - Salon-Grade Tool Offers Maximum Versatility', 'normalizedName': 'xtava Satin Wave 5-in-1 Curler - Professional Curling Iron Set with Interchangeable Tourmaline Ceramic Barrels - Salon-Grade Tool Offers Maximum Versatility', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 2.949999997526158}, 'width': {'unit': 'IN', 'value': 4.299999995614}}, 'B011GLWEN2': {'asin': 'B011GLWEN2', 'height': {'unit': 'IN', 'value': 3.99999999592}, 'length': {'unit': 'IN', 'value': 12.899999986842}, 'name': 'Circleware Yorkshire Mason Glass Beverage Drink Dispenser with Glass Lid, 2.5 Quarts, Limited Edition Glassware Drinkware', 'normalizedName': 'Circleware Yorkshire Mason Glass Beverage Drink Dispenser with Glass Lid, 2.5 Quarts, Limited Edition Glassware Drinkware', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.749999997693876}, 'width': {'unit': 'IN', 'value': 6.099999993778}}}",6,00600.jpg
"{'B00APLKGA8': {'asin': 'B00APLKGA8', 'height': {'unit': 'IN', 'value': 1.181102361}, 'length': {'unit': 'IN', 'value': 7.4015747956}, 'name': 'Cable Matters Mini DisplayPort (Thunderbolt&trade; 2 Port Compatible) to HDTV Cable in Black 15 Feet', 'normalizedName': 'Cable Matters Mini DisplayPort (Thunderbolt&trade; 2 Port Compatible) to HDTV Cable in Black 15 Feet', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.5291040284657967}, 'width': {'unit': 'IN', 'value': 6.9291338512}}, 'B00J3YSXQC': {'asin': 'B00J3YSXQC', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 8.599999991228}, 'name': 'Rothco G1 Vista/Next Camo T-Shirt, 3X-Large', 'normalizedName': 'Rothco G1 Vista/Next Camo T-Shirt, 3X-Large', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.5999999994968457}, 'width': {'unit': 'IN', 'value': 7.899999991942001}}, 'B01E889TUG': {'asin': 'B01E889TUG', 'height': {'unit': 'IN', 'value': 0.49999999949}, 'length': {'unit': 'IN', 'value': 6.899999992962}, 'name': '[2-PACK]-Mr Shield For Samsung Galaxy J7 [Tempered Glass] Screen Protector with Lifetime Replacement Warranty', 'normalizedName': '[2-PACK]-Mr Shield For Samsung Galaxy J7 [Tempered Glass] Screen Protector with Lifetime Replacement Warranty', 'quantity': 18, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 4.099999995818}}}",20,00601.jpg
"{'B00APLKGA8': {'asin': 'B00APLKGA8', 'height': {'unit': 'IN', 'value': 1.181102361}, 'length': {'unit': 'IN', 'value': 7.4015747956}, 'name': 'Cable Matters Mini DisplayPort (Thunderbolt&trade; 2 Port Compatible) to HDTV Cable in Black 15 Feet', 'normalizedName': 'Cable Matters Mini DisplayPort (Thunderbolt&trade; 2 Port Compatible) to HDTV Cable in Black 15 Feet', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.5291040284657967}, 'width': {'unit': 'IN', 'value': 6.9291338512}}, 'B00J3YSXQC': {'asin': 'B00J3YSXQC', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 8.599999991228}, 'name': 'Rothco G1 Vista/Next Camo T-Shirt, 3X-Large', 'normalizedName': 'Rothco G1 Vista/Next Camo T-Shirt, 3X-Large', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.5999999994968457}, 'width': {'unit': 'IN', 'value': 7.899999991942001}}, 'B01E889TUG': {'asin': 'B01E889TUG', 'height': {'unit': 'IN', 'value': 0.49999999949}, 'length': {'unit': 'IN', 'value': 6.899999992962}, 'name': '[2-PACK]-Mr Shield For Samsung Galaxy J7 [Tempered Glass] Screen Protector with Lifetime Replacement Warranty', 'normalizedName': '[2-PACK]-Mr Shield For Samsung Galaxy J7 [Tempered Glass] Screen Protector with Lifetime Replacement Warranty', 'quantity': 17, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 4.099999995818}}}",19,00602.jpg
"{'0895552108': {'asin': '0895552108', 'height': {'unit': 'IN', 'value': 0.899999999082}, 'length': {'unit': 'IN', 'value': 8.399999991432}, 'name': 'The Dolorous Passion of Our Lord Jesus Christ: From the Visions of Anne Catherine Emmerich', 'normalizedName': 'The Dolorous Passion of Our Lord Jesus Christ: From the Visions of Anne Catherine Emmerich', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.9499999999999998}, 'width': {'unit': 'IN', 'value': 5.599999994287999}}, 'B00096S49E': {'asin': 'B00096S49E', 'height': {'unit': 'IN', 'value': 0.58267716476}, 'length': {'unit': 'IN', 'value': 7.09842518961}, 'name': 'For Roseanna', 'normalizedName': 'For Roseanna', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.1833364170792}, 'width': {'unit': 'IN', 'value': 5.41732282912}}, 'B003NHN8YW': {'asin': 'B003NHN8YW', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 7.399999992452001}, 'name': 'Reflections REF320KN Heavyweight Plastic Disposable Knives 40/PK WNAREF320KN', 'normalizedName': 'Reflections REF320KN Heavyweight Plastic Disposable Knives 40/PK WNAREF320KN', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.6}, 'width': {'unit': 'IN', 'value': 3.899999996022}}, 'B006JSGGXM': {'asin': 'B006JSGGXM', 'height': {'unit': 'IN', 'value': 1.181102361}, 'length': {'unit': 'IN', 'value': 7.086614166}, 'name': 'IBRA® 5 Feet High Speed ORANGE GOLD HDMI 2.0/1.4a HDMI Cable 3D PS4 SKY HD 2160p 4K Ultra HD, [ Latest Version HDMI, 1.5M / 5Ft ]', 'normalizedName': 'IBRA® 5 Feet High Speed ORANGE GOLD HDMI 2.0/1.4a HDMI Cable 3D PS4 SKY HD 2160p 4K Ultra HD, [ Latest Version HDMI, 1.5M / 5Ft ]', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.22}, 'width': {'unit': 'IN', 'value': 6.299212592}}, 'B00GH8PYU0': {'asin': 'B00GH8PYU0', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 5.399999994492}, 'name': 'Cramp Tabs Menstrual Pain Relief Acetaminophen 1 Box (250 tablets) by - MS75580', 'normalizedName': 'Cramp Tabs Menstrual Pain Relief Acetaminophen 1 Box (250 tablets) by - MS75580', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4499999996226342}, 'width': {'unit': 'IN', 'value': 4.599999995308}}}",9,00603.jpg
"{'B0007KIFK0': {'asin': 'B0007KIFK0', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 7.799999992044}, 'name': ""Hogan's Heroes - The Complete First Season"", 'normalizedName': ""Hogan's Heroes - The Complete First Season"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.7499999993710571}, 'width': {'unit': 'IN', 'value': 5.599999994287999}}, 'B00ASWNGVA': {'asin': 'B00ASWNGVA', 'height': {'unit': 'IN', 'value': 2.299999997654}, 'length': {'unit': 'IN', 'value': 7.99999999184}, 'name': 'AGPtEK Multi-Color LED Light Up Waterproof Shoelaces, 3 Modes (On, Strobe & Flashing) 2 Feet Long, Battery Powered, One Pair', 'normalizedName': 'AGPtEK Multi-Color LED Light Up Waterproof Shoelaces, 3 Modes (On, Strobe & Flashing) 2 Feet Long, Battery Powered, One Pair', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.29999999974842284}, 'width': {'unit': 'IN', 'value': 3.99999999592}}, 'B00Y4O82ZS': {'asin': 'B00Y4O82ZS', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 7.299999992554}, 'name': 'Blackhawk 410568BK-R Serpa CQC Concealment Holster, Matte Black', 'normalizedName': 'Blackhawk 410568BK-R Serpa CQC Concealment Holster, Matte Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.5499999995387752}, 'width': {'unit': 'IN', 'value': 6.099999993778}}}",3,00604.jpg
"{'B000GAWSDG': {'asin': 'B000GAWSDG', 'height': {'unit': 'IN', 'value': 2.2047244072}, 'length': {'unit': 'IN', 'value': 4.8031496014}, 'name': 'Casio F91W-1 Classic Resin Strap Digital Sport Watch', 'normalizedName': 'Casio F91W-1 Classic Resin Strap Digital Sport Watch', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.17636800948859893}, 'width': {'unit': 'IN', 'value': 3.3070866108}}, 'B00WH1QCMA': {'asin': 'B00WH1QCMA', 'height': {'unit': 'IN', 'value': 3.799999996124}, 'length': {'unit': 'IN', 'value': 5.099999994798}, 'name': 'Funny Guy Mugs Happy To Help Ceramic Coffee Mug, Black, 11-Ounce', 'normalizedName': 'Funny Guy Mugs Happy To Help Ceramic Coffee Mug, Black, 11-Ounce', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.8499999992871979}, 'width': {'unit': 'IN', 'value': 4.49999999541}}, 'B00XIX64Q0': {'asin': 'B00XIX64Q0', 'height': {'unit': 'IN', 'value': 0.49999999949}, 'length': {'unit': 'IN', 'value': 9.9999999898}, 'name': 'Hppe Cut Resistant Protect Hand Gloves - Super Soft, Food Grade Material, Superfine Fiber, Comfortable Fit, Food Cutting Gloves, Safety for Home and Work, Stronger Than Leather, More Comfortable Than Steel Mesh (Small, White)', 'normalizedName': 'Hppe Cut Resistant Protect Hand Gloves - Super Soft, Food Grade Material, Superfine Fiber, Comfortable Fit, Food Cutting Gloves, Safety for Home and Work, Stronger Than Leather, More Comfortable Than Steel Mesh (Small, White)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.05000000000000001}, 'width': {'unit': 'IN', 'value': 2.899999997042}}}",3,00605.jpg
"{'B000GAWSDG': {'asin': 'B000GAWSDG', 'height': {'unit': 'IN', 'value': 2.2047244072}, 'length': {'unit': 'IN', 'value': 4.8031496014}, 'name': 'Casio F91W-1 Classic Resin Strap Digital Sport Watch', 'normalizedName': 'Casio F91W-1 Classic Resin Strap Digital Sport Watch', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.17636800948859893}, 'width': {'unit': 'IN', 'value': 3.3070866108}}, 'B00PC7Q8JI': {'asin': 'B00PC7Q8JI', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 6.749999993115}, 'name': 'LEGO Mixels 41529 Nurp-Naut Building Kit', 'normalizedName': 'LEGO Mixels 41529 Nurp-Naut Building Kit', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.10000000000000002}, 'width': {'unit': 'IN', 'value': 3.799999996124}}, 'B00WH1QCMA': {'asin': 'B00WH1QCMA', 'height': {'unit': 'IN', 'value': 3.799999996124}, 'length': {'unit': 'IN', 'value': 5.099999994798}, 'name': 'Funny Guy Mugs Happy To Help Ceramic Coffee Mug, Black, 11-Ounce', 'normalizedName': 'Funny Guy Mugs Happy To Help Ceramic Coffee Mug, Black, 11-Ounce', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.8499999992871979}, 'width': {'unit': 'IN', 'value': 4.49999999541}}, 'B00XIX64Q0': {'asin': 'B00XIX64Q0', 'height': {'unit': 'IN', 'value': 0.49999999949}, 'length': {'unit': 'IN', 'value': 9.9999999898}, 'name': 'Hppe Cut Resistant Protect Hand Gloves - Super Soft, Food Grade Material, Superfine Fiber, Comfortable Fit, Food Cutting Gloves, Safety for Home and Work, Stronger Than Leather, More Comfortable Than Steel Mesh (Small, White)', 'normalizedName': 'Hppe Cut Resistant Protect Hand Gloves - Super Soft, Food Grade Material, Superfine Fiber, Comfortable Fit, Food Cutting Gloves, Safety for Home and Work, Stronger Than Leather, More Comfortable Than Steel Mesh (Small, White)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.05000000000000001}, 'width': {'unit': 'IN', 'value': 2.899999997042}}}",5,00606.jpg
"{'B01667J218': {'asin': 'B01667J218', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 4.099999995818}, 'name': 'Bot Set Of 4 Lovely Plant Card Holder Flower Pot Memo Holder Resin craftwork', 'normalizedName': 'Set Of 4 Bot Lovely Plant Card Holder Flower Pot Memo Holder Resin craftwork', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4499999996226342}, 'width': {'unit': 'IN', 'value': 3.599999996328}}, 'B01BWMDPF6': {'asin': 'B01BWMDPF6', 'height': {'unit': 'IN', 'value': 0.8499999991330002}, 'length': {'unit': 'IN', 'value': 7.299999992554}, 'name': 'COOLOMG Stretchy Cotton Sport Breast Cancer Awareness Pink Ribbon Headband for Women, Teens, & Girls. Perfect for Workouts, Yoga, Running, or Casual Wear White', 'normalizedName': 'COOLOMG Stretchy Cotton Sport Breast Cancer Awareness Pink Ribbon Headband for Women, Teens, & Girls. Perfect for Workouts, Yoga, Running, or Casual Wear White', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.10499999991194799}, 'width': {'unit': 'IN', 'value': 2.749999997195}}}",2,00607.jpg
"{'B00C7OQXBW': {'asin': 'B00C7OQXBW', 'height': {'unit': 'IN', 'value': 3.6999999962260004}, 'length': {'unit': 'IN', 'value': 4.599999995308}, 'name': 'Amalie (68326-93) Blue Grade-2 High Temperature Grease - 1 lb.', 'normalizedName': 'Amalie (68326-93) Blue Grade-2 High Temperature Grease - 1 lb.', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.1}, 'width': {'unit': 'IN', 'value': 4.49999999541}}, 'B01667J218': {'asin': 'B01667J218', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 4.099999995818}, 'name': 'Bot Set Of 4 Lovely Plant Card Holder Flower Pot Memo Holder Resin craftwork', 'normalizedName': 'Set Of 4 Bot Lovely Plant Card Holder Flower Pot Memo Holder Resin craftwork', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4499999996226342}, 'width': {'unit': 'IN', 'value': 3.599999996328}}, 'B01BWMDPF6': {'asin': 'B01BWMDPF6', 'height': {'unit': 'IN', 'value': 0.8499999991330002}, 'length': {'unit': 'IN', 'value': 7.299999992554}, 'name': 'COOLOMG Stretchy Cotton Sport Breast Cancer Awareness Pink Ribbon Headband for Women, Teens, & Girls. Perfect for Workouts, Yoga, Running, or Casual Wear White', 'normalizedName': 'COOLOMG Stretchy Cotton Sport Breast Cancer Awareness Pink Ribbon Headband for Women, Teens, & Girls. Perfect for Workouts, Yoga, Running, or Casual Wear White', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.10499999991194799}, 'width': {'unit': 'IN', 'value': 2.749999997195}}}",3,00608.jpg
"{'B003822IRA': {'asin': 'B003822IRA', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 7.699999992146}, 'name': 'Casio MS-80B Standard Function Desktop Calculator', 'normalizedName': 'Casio MS-80B Standard Function Desktop Calculator', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 0.3499999997064932}, 'width': {'unit': 'IN', 'value': 5.799999994084}}, 'B00E6IWNC0': {'asin': 'B00E6IWNC0', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 8.299999991534}, 'name': 'Axe Philips Norelco XA9146/42 Detail Styler', 'normalizedName': 'Axe Philips Norelco XA9146/42 Detail Styler', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4000000000000001}, 'width': {'unit': 'IN', 'value': 3.799999996124}}, 'B00RWK5P10': {'asin': 'B00RWK5P10', 'height': {'unit': 'IN', 'value': 1.899999998062}, 'length': {'unit': 'IN', 'value': 9.399999990412}, 'name': 'RUIFA Indoor Quiet 8-Inch Precedent Decorative Wall Clock with Arabic Numerals (Red)', 'normalizedName': 'RUIFA Indoor Quiet 8-Inch Precedent Decorative Wall Clock with Arabic Numerals (Red)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.75}, 'width': {'unit': 'IN', 'value': 8.99999999082}}}",6,00609.jpg
"{'B0042T62UM': {'asin': 'B0042T62UM', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 6.399999993472}, 'name': 'MCR Safety S21150 Blackjack Safety Glasses with Chrome Metal Temple and Green 5.0 Lens', 'normalizedName': 'MCR Safety S21150 Blackjack Safety Glasses with Chrome Metal Temple and Green 5.0 Lens', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.2}, 'width': {'unit': 'IN', 'value': 2.399999997552}}, 'B00WH1RG70': {'asin': 'B00WH1RG70', 'height': {'unit': 'IN', 'value': 3.799999996124}, 'length': {'unit': 'IN', 'value': 10.49999998929}, 'name': 'Funny Guy Mugs I Love You More Ceramic Coffee Mug, White, 11-Ounce', 'normalizedName': 'Funny Guy Mugs I Love You More Ceramic Coffee Mug, White, 11-Ounce', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.8499999992871979}, 'width': {'unit': 'IN', 'value': 5.799999994084}}}",2,00610.jpg
"{'B009XQHTP6': {'asin': 'B009XQHTP6', 'height': {'unit': 'IN', 'value': 3.6999999962260004}, 'length': {'unit': 'IN', 'value': 10.099999989698}, 'name': 'Viair 00042 Digital Tire Inflation Gun with 2.5"" Gauge and Carry Bag', 'normalizedName': 'Viair 00042 Digital Tire Inflation Gun with 2.5"" Gauge and Carry Bag', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.6000000000000003}, 'width': {'unit': 'IN', 'value': 7.599999992248}}}",2,00611.jpg
